"img","x_pos","y_pos"
"../data/prado/Pintura/P007073.jpg",0.33132374,0.66575277
"../data/prado/Pintura/P005102.jpg",0.44194528,0.7282035
"../data/prado/Pintura/P003573.jpg",0.3798421,0.6247239
"../data/prado/Pintura/P007715.jpg",0.43775946,0.547183
"../data/prado/Pintura/P001364.jpg",0.67133963,0.56606984
"../data/prado/Pintura/P002645.jpg",0.48879066,0.4867607
"../data/prado/Pintura/P004234.jpg",0.6814788,0.64071983
"../data/prado/Pintura/P000052.jpg",0.2745124,0.7168719
"../data/prado/Pintura/P006423.jpg",0.7982692,0.8681367
"../data/prado/Pintura/P006345.jpg",0.87796056,0.5857574
"../data/prado/Pintura/P000734.jpg",0.28775543,0.36032465
"../data/prado/Pintura/P005894.jpg",0.8425412,0.7043062
"../data/prado/Pintura/P004552.jpg",0.8082562,0.58718807
"../data/prado/Pintura/P002123.jpg",0.5705976,0.47546175
"../data/prado/Pintura/P005880.jpg",0.5060093,0.22899693
"../data/prado/Pintura/P003229.jpg",0.56105584,0.83174866
"../data/prado/Pintura/P004546.jpg",0.38075632,0.7440336
"../data/prado/Pintura/P005658.jpg",0.89706916,0.7604334
"../data/prado/Pintura/P002137.jpg",0.4279621,0.36605987
"../data/prado/Pintura/P006351.jpg",0.7012478,0.61844563
"../data/prado/Pintura/P000720.jpg",0.50124675,0.9050881
"../data/prado/Pintura/P000046.jpg",0.5440541,0.58476573
"../data/prado/Pintura/P007729.jpg",0.3776379,0.07766854
"../data/prado/Pintura/P006437.jpg",0.5636997,0.81089896
"../data/prado/Pintura/P001358.jpg",0.81911975,0.74101245
"../data/prado/Pintura/P002651.jpg",0.22138193,0.6690751
"../data/prado/Pintura/P002889.jpg",0.32237947,0.28807148
"../data/prado/Pintura/P008195.jpg",0.7192407,0.832769
"../data/prado/Pintura/P006806.jpg",0.68343306,0.7635118
"../data/prado/Pintura/P006812.jpg",0.7923401,0.5533569
"../data/prado/Pintura/P008181.jpg",0.3934277,0.6621651
"../data/prado/Pintura/P006184.jpg",0.4512505,0.27069724
"../data/prado/Pintura/P001833.jpg",0.5985869,0.63187116
"../data/prado/Pintura/P003942.jpg",0.40809187,0.5904176
"../data/prado/Pintura/P002484.jpg",0.49260443,0.5613672
"../data/prado/Pintura/P000293.jpg",0.35870558,0.25757715
"../data/prado/Pintura/P000287.jpg",0.44431368,0.48465478
"../data/prado/Pintura/P001199.jpg",0.4802237,0.3862286
"../data/prado/Pintura/P002490.jpg",0.51444274,0.8105292
"../data/prado/Pintura/P004787.jpg",0.987079,0.6050351
"../data/prado/Pintura/P001827.jpg",0.59126264,0.6250721
"../data/prado/Pintura/P008156.jpg",0.4508631,0.76954454
"../data/prado/Pintura/P007265.jpg",0.7730274,0.32732272
"../data/prado/Pintura/P001614.jpg",0.6725192,0.948088
"../data/prado/Pintura/P003003.jpg",0.3728309,0.36481035
"../data/prado/Pintura/P003765.jpg",0.54413027,0.31074992
"../data/prado/Pintura/P005314.jpg",0.8782122,0.49790013
"../data/prado/Pintura/P001172.jpg",0.63456225,0.7112606
"../data/prado/Pintura/P007503.jpg",0.84536684,0.68762976
"../data/prado/Pintura/P001166.jpg",0.46262378,0.49239597
"../data/prado/Pintura/P006609.jpg",0.6679265,0.8947712
"../data/prado/Pintura/P007517.jpg",0.8636811,0.7754938
"../data/prado/Pintura/P000278.jpg",0.6502221,0.5199998
"../data/prado/Pintura/P005300.jpg",0.49834427,0.80702674
"../data/prado/Pintura/P002309.jpg",0.7851236,0.6064136
"../data/prado/Pintura/P005466.jpg",0.56602335,0.8499008
"../data/prado/Pintura/P004778.jpg",0.6963665,0.42724186
"../data/prado/Pintura/P003017.jpg",0.75581723,0.2701677
"../data/prado/Pintura/P008142.jpg",0.30476743,0.4509128
"../data/prado/Pintura/P007271.jpg",0.7976346,0.32625958
"../data/prado/Pintura/P001600.jpg",0.7777087,0.42492795
"../data/prado/Pintura/P002321.jpg",0.4263383,0.81813556
"../data/prado/Pintura/P000536.jpg",0.3595796,0.098151684
"../data/prado/Pintura/P007259.jpg",0.5462197,0.4102269
"../data/prado/Pintura/P001628.jpg",0.51261884,0.6614404
"../data/prado/Pintura/P006621.jpg",0.23078,0.6472339
"../data/prado/Pintura/P000250.jpg",0.96660984,0.49022356
"../data/prado/Pintura/P003759.jpg",0.27903202,0.590096
"../data/prado/Pintura/P004036.jpg",0.31249195,0.37580517
"../data/prado/Pintura/P003981.jpg",0.83446777,0.7582906
"../data/prado/Pintura/P002447.jpg",0.27531496,0.42251888
"../data/prado/Pintura/P002453.jpg",0.54958564,0.64035594
"../data/prado/Pintura/P006635.jpg",0.47049227,0.39218795
"../data/prado/Pintura/P000244.jpg",0.43760696,0.48265618
"../data/prado/Pintura/P002335.jpg",0.30681384,0.6692997
"../data/prado/Pintura/P004744.jpg",0.9141457,0.6829542
"../data/prado/Pintura/P000245.jpg",0.7484327,0.44198528
"../data/prado/Pintura/P006634.jpg",0.3894178,0.6788015
"../data/prado/Pintura/P002452.jpg",0.54900914,0.6270911
"../data/prado/Pintura/P002334.jpg",0.55815274,0.37406477
"../data/prado/Pintura/P006152.jpg",0.8433196,0.8364285
"../data/prado/Pintura/P000523.jpg",0.5009682,0.65912783
"../data/prado/Pintura/P001629.jpg",0.44286263,0.616526
"../data/prado/Pintura/P006146.jpg",0.26627538,0.48186293
"../data/prado/Pintura/P007258.jpg",0.39933273,0.6098387
"../data/prado/Pintura/P004751.jpg",0.6437431,0.2156793
"../data/prado/Pintura/P002320.jpg",0.67203873,0.74593264
"../data/prado/Pintura/P002446.jpg",0.26829425,0.3347311
"../data/prado/Pintura/P003980.jpg",0.69254446,0.507738
"../data/prado/Pintura/P004037.jpg",0.812339,0.77169085
"../data/prado/Pintura/P000251.jpg",0.6717769,0.51571745
"../data/prado/Pintura/P006620.jpg",0.62796825,0.9399967
"../data/prado/Pintura/P005301.jpg",0.87363994,0.48794827
"../data/prado/Pintura/P003770.jpg",0.5835668,0.47871438
